phase_mark,source_marks,tracking_key,yoren_code,name_zh,attribute,stage,hp,deck_rule_limit,special_rules,interaction_flags,complexity,source_variant_count,collection_numbers,implemented_in_repo,implementation_status,backend_status,ui_status,ai_api_status,implemented_file,test_file,notes
G,G|F,P398,P398,姆克鹰,无色,2阶进化,150,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,5,104/128|103/127,no,todo,todo,todo,todo,,,
G,G,P0972,P0972,墓扬犬,超,1阶进化,130,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,16,104/SV-P|067/130|058/129|018/064|17 06/07|17 05/07|17 04/07|17 03/07|17 02/07|17 01/07|004/006,no,todo,todo,todo,todo,,,
G,G|F,P296,P296,幕下力士,斗,基础,90,,,COIN_FLIP|SPECIAL_CONDITION,medium,4,074/128|167/S-P,no,todo,todo,todo,todo,,,
G,G,P711,P711,南瓜怪人,超,1阶进化,110,,,SELECT_POKEMON|SELECT_CARD,medium,3,059/128,no,todo,todo,todo,todo,,,
G,G,P710,P710,南瓜精,超,基础,60,,,,low,3,058/128,no,todo,todo,not_needed,not_needed,,,
G,G,P031,P031,尼多后,恶,2阶进化,170,,,,low,3,031/151,no,todo,todo,not_needed,not_needed,,,
G,G,P029,P029,尼多兰,恶,基础,60,,,SPECIAL_CONDITION,low,3,029/151,no,todo,todo,todo,todo,,,
G,G,P032,P032,尼多朗,恶,基础,60,,,,low,3,032/151,no,todo,todo,not_needed,not_needed,,,
G,G,P033,P033,尼多力诺,恶,1阶进化,90,,,,low,3,033/151,no,todo,todo,not_needed,not_needed,,,
G,G,P030,P030,尼多娜,恶,1阶进化,90,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,030/151,no,todo,todo,todo,todo,,,
G,G,P034,P034,尼多王,恶,2阶进化,170,,,SPECIAL_CONDITION,low,4,108/052|034/151,no,todo,todo,todo,todo,,,
G,G|F,P618,P618,泥巴鱼,斗,基础,120,,,DAMAGE_COUNTERS,low,5,068/129|070/131,no,todo,todo,todo,todo,,,
G,G,P339,P339,泥泥鳅,斗,基础,70,,,COIN_FLIP,low,4,069/130|044/SV-P,no,todo,todo,todo,todo,,,
G,G,P340,P340,鲶鱼王,斗,1阶进化,140,,,ATTACH_ENERGY,low,3,070/130,no,todo,todo,todo,todo,,,
G,G|F,P344,P344,念力土偶,超,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY|SPECIAL_CONDITION,high,8,054/129|068/131|055/153|051/127,no,todo,todo,todo,todo,,,
G,G,P0931,P0931,怒鹦哥,无色,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,6,131/207|104/127|034/064,no,todo,todo,todo,todo,,,
G,G,Y1253,Y1253,怒鹦哥ex,无色,基础,160,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,7,156/128|144/128|118/049|105/128|049/049|014/033|007/028,no,todo,todo,todo,todo,,,
G,G,P0942,P0942,偶叫獒,恶,基础,80,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,17,095/128|087/130|078/129|021/058|14 05/05|14 04/05|14 03/05|14 02/05|14 01/05|005/006,no,todo,todo,todo,todo,,,
G,G|F,P871,P871,啪嚓海胆,雷,基础,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,8,051/207|051/130|035/129|147/S-P,no,todo,todo,todo,todo,,,
G,G,Y1245,Y1245,帕底亚 肯泰罗,斗,基础,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY,high,20,134/128|076/207|073/049|073/128|059/049|055/049|032/049|030/207|022/128|015/049|015/128|013/207|009/049,no,todo,todo,todo,todo,,,
G,G,P0980,P0980,帕底亚 土王,恶,1阶进化,140,,,SPECIAL_CONDITION,low,6,089/128|080/129,no,todo,todo,todo,todo,,,
G,G,Y1251,Y1251,帕底亚 土王ex,恶,1阶进化,280,,POKEMON_EX,COIN_FLIP|SPECIAL_CONDITION,medium,4,142/128|116/049|085/128|039/049,no,todo,todo,todo,todo,,,
G,G,P484,P484,帕路奇亚,水,基础,130,,,SWITCH,low,4,035/207|030/129,no,todo,todo,todo,todo,,,
G,G|F,P046,P046,派拉斯,草,基础,70,,,SPECIAL_CONDITION,low,6,046/151|007/011|001/066,no,todo,todo,todo,todo,,,
G,G|F,P047,P047,派拉斯特,草,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,6,047/151|002/066|001/012,no,todo,todo,todo,todo,,,
G,G,P039,P039,胖丁,无色,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,8,156/151|116/207|056/130|039/151,no,todo,todo,todo,todo,,,
G,G,P040,P040,胖可丁,超,1阶进化,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,6,065/049|058/207|057/130|023/049,no,todo,todo,todo,todo,,,
G,G,Y1185,Y1185,胖可丁ex,无色,1阶进化,250,,POKEMON_EX,ATTACH_ENERGY,medium,4,186/151|179/151|117/207|040/151,no,todo,todo,todo,todo,,,
G,G,Y1181,Y1181,喷火龙ex,火,2阶进化,330,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,15,175/151|162/129|155/129|145/129|128/052|122/052|120/049|089/SV-P|075/129|044/052|015/177|008/049|006/033|006/151|002/024,no,todo,todo,todo,todo,,,
G,G,P323,P323,喷火驼,火,1阶进化,140,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SPECIAL_CONDITION,high,7,020/207|020/130|018/129,no,todo,todo,todo,todo,,,
G,G|F,P613,P613,喷嚏熊,水,基础,70,,,COIN_FLIP,low,4,022/129|165/S-P,no,todo,todo,todo,todo,,,
G,G,P0438,P0438,盆才怪,斗,基础,30,,,SPECIAL_CONDITION,low,3,065/129,no,todo,todo,todo,todo,,,
G,G,P100,P100,霹雳电球,雷,基础,60,,,COIN_FLIP,low,8,164/151|100/151|046/130|042/177,no,todo,todo,todo,todo,,,
G,G,P173,P173,皮宝宝,超,基础,30,,,SEARCH_OR_RECOVERY,low,8,211/SV-P|073/052|062/207|044/129|030/052|026/SV-P,no,todo,todo,todo,todo,,,
G,G|F,P036,P036,皮可西,超,1阶进化,100,,,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,13,036/151|017/059|01 06/07|01 05/07|01 04/07|01 03/07|01 02/07|01 01/07|030/127,no,todo,todo,todo,todo,,,
G,G,Y1224,Y1224,皮可西ex,超,1阶进化,260,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,018/059|01 07/07,no,todo,todo,todo,todo,,,
G,G|F,P035,P035,皮皮,超,基础,60,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,8,035/151|190/S-P|029/127|016/059,no,todo,todo,todo,todo,,,
G,G|F,P425,P425,飘飘球,超,基础,70,,,COIN_FLIP|DAMAGE_COUNTERS,medium,8,074/052|060/128|031/052|008/033|054/127,no,todo,todo,todo,todo,,,
G,G,P0916,P0916,飘香豚,无色,1阶进化,130,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,8,111/129|088/052|050/052,no,todo,todo,todo,todo,,,
G,G,Y1286,Y1286,飘香豚ex,无色,1阶进化,260,,POKEMON_EX,COIN_FLIP,medium,2,147/130|112/130,no,todo,todo,todo,todo,,,
G,G,P568,P568,破破袋,恶,基础,70,,,SPECIAL_CONDITION,low,3,092/128,no,todo,todo,todo,todo,,,
G,G,P326,P326,噗噗猪,超,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,3,058/128,no,todo,todo,todo,todo,,,
G,G|F,P334,P334,七夕青鸟,龙,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|DAMAGE_COUNTERS|SPECIAL_CONDITION,high,6,093/129|106/131|012/012,no,todo,todo,todo,todo,,,
G,G,Y1341,Y1341,七夕青鸟ex,龙,1阶进化,260,,POKEMON_EX,,low,5,156/129|147/129|104/129|019/064,no,todo,todo,not_needed,todo,,,
G,G|F,P281,P281,奇鲁莉安,超,1阶进化,90,,,ATTACH_ENERGY|SWITCH,medium,12,133/128|067/049|054/128|025/049|066/207|044/127|030/072|006/033,no,todo,todo,todo,todo,,,
G,G,P0979,P0979,弃世猴,斗,2阶进化,140,,,,low,12,074/207|072/049|071/127|031/049|18 06/07|18 05/07|18 04/07|18 03/07|18 02/07|18 01/07,no,todo,todo,not_needed,not_needed,,,
G,G,Y1304,Y1304,弃世猴ex,斗,2阶进化,320,,POKEMON_EX,DAMAGE_COUNTERS,medium,4,142/129|075/207|066/129|18 07/07,no,todo,todo,todo,todo,,,
G,G,P0958,P0958,巧锻匠,超,1阶进化,90,,,COIN_FLIP|ATTACH_ENERGY,medium,11,134/127|069/128|066/127|063/128|002/006,no,todo,todo,todo,todo,,,
G,G|F,P333,P333,青绵鸟,无色,基础,50,,,COIN_FLIP,low,12,136/129|107/129|104/129|105/131|094/177|026/064,no,todo,todo,todo,todo,,,
G,G,P0976,P0976,轻身鳕,水,基础,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,10,130/128|115/SV-P|068/052|041/128|031/129|022/052,no,todo,todo,todo,todo,,,
G,G,P289,P289,请假王,无色,2阶进化,180,,,COIN_FLIP|SPECIAL_CONDITION,medium,3,104/130,no,todo,todo,todo,todo,,,
G,G,P852,P852,拳拳蛸,斗,基础,70,,,,low,3,073/128,no,todo,todo,not_needed,not_needed,,,
G,G|F,P357,P357,热带龙,草,基础,110,,,ATTACH_ENERGY|SPECIAL_CONDITION,medium,9,129/128|005/127|002/128|016/131,no,todo,todo,todo,todo,,,
G,G,P0951,P0951,热辣娃,草,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,11,059/052|019/127|011/129|009/052,no,todo,todo,todo,todo,,,
G,G,P0912,P0912,润水鸭,水,基础,70,,,COIN_FLIP,low,17,120/SV-P|037/SV-P|035/127|031/128|05 09/09|05 08/09|05 07/09|05 06/09|05 05/09|05 04/09|05 03/09|05 02/09|05 01/09,no,todo,todo,todo,todo,,,
G,G,P1000,P1000,赛富豪,钢,1阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,2,029/059,no,todo,todo,todo,todo,,,
G,G,Y396,Y396,三地鼠,斗,1阶进化,90,,,COIN_FLIP,low,6,072/128|051/151,no,todo,todo,todo,todo,,,
G,G,P0961,P0961,三海地鼠,水,1阶进化,90,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,15,137/SV-P|131/127|063/SV-P|054/SV-P|040/128|039/127|028/129,no,todo,todo,todo,todo,,,
G,G|F,P082,P082,三合一磁怪,雷,1阶进化,90,,,SELECT_POKEMON|SELECT_CARD|SWITCH|SEARCH_OR_RECOVERY,medium,16,082/151|043/127|037/128|100/207|088/153|086/128|026/059,no,todo,todo,todo,todo,,,
G,G|F,P415,P415,三蜜蜂,草,基础,50,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,8,005/129|003/128|028/128,no,todo,todo,todo,todo,,,
G,G,P635,P635,三首恶龙,恶,2阶进化,180,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,3,092/128,no,todo,todo,todo,todo,,,
G,G,P843,P843,沙包蛇,斗,基础,80,,,,low,3,080/127,no,todo,todo,not_needed,not_needed,,,
G,G,P556,P556,沙铃仙人掌,草,基础,110,,,COIN_FLIP,low,3,006/128,no,todo,todo,todo,todo,,,
G,G,P844,P844,沙螺蟒,斗,1阶进化,140,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,3,081/127,no,todo,todo,todo,todo,,,
G,G,Y1249,Y1249,沙奈朵ex,超,2阶进化,310,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY,high,9,155/128|140/128|122/049|115/049|055/128|026/049|017/024|007/033|06 07/07,no,todo,todo,todo,todo,,,
G,G,Y1369,Y1369,沙铁皮ex,斗,基础,220,,POKEMON_EX|ANCIENT,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,154/128|143/128|083/128,no,todo,todo,todo,todo,,,
G,G,Y1190,Y1190,闪电鸟ex,雷,基础,200,,POKEMON_EX,DAMAGE_COUNTERS|ATTACH_ENERGY,medium,4,190/151|184/151|145/151|018/SV-P,no,todo,todo,todo,todo,,,
G,G,P0263,P0263,蛇纹熊,无色,基础,70,,,,low,3,105/129,no,todo,todo,not_needed,not_needed,,,
G,G,P557,P557,石居蟹,草,基础,60,,,,low,3,007/128,no,todo,todo,not_needed,not_needed,,,
G,G|F,P185,P185,树才怪,斗,基础,110,,,COIN_FLIP|DAMAGE_COUNTERS,medium,13,103/049|068/130|11 05/05|11 04/05|11 03/05|11 02/05|11 01/05|064/128|046/066,no,todo,todo,todo,todo,,,
G,G,P584,P584,双倍多多冰,水,2阶进化,150,,,,low,3,037/128,no,todo,todo,not_needed,not_needed,,,
G,G,P110,P110,双弹瓦斯,恶,1阶进化,110,,,COIN_FLIP,low,4,110/151|087/207,no,todo,todo,todo,todo,,,
G,G,P680,P680,双剑鞘,钢,1阶进化,90,,,,low,6,100/129|084/129,no,todo,todo,not_needed,not_needed,,,
G,G,P634,P634,双首暴龙,恶,1阶进化,100,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,091/128,no,todo,todo,todo,todo,,,
G,G|F,P424,P424,双尾怪手,无色,1阶进化,100,,,SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,7,105/128|023/064|109/128,no,todo,todo,todo,todo,,,
G,G,Y1182,Y1182,水箭龟ex,水,2阶进化,330,,POKEMON_EX,,low,6,176/151|121/049|026/177|012/049|009/151|003/024,no,todo,todo,not_needed,todo,,,
G,G,P134,P134,水伊布,水,1阶进化,130,,,,low,3,134/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P426,P426,随风球,超,1阶进化,110,,,DAMAGE_COUNTERS,low,7,075/052|061/128|032/052|055/127,no,todo,todo,todo,todo,,,
G,G|F,P824,P824,索侦虫,草,基础,50,,,COIN_FLIP,low,5,011/128|036/128,no,todo,todo,todo,todo,,,
G,G|F,P338,P338,太阳岩,超,基础,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,8,052/129|129/127|071/177|063/127,no,todo,todo,todo,todo,,,
G,G,P196,P196,太阳伊布,超,1阶进化,110,,,COIN_FLIP|DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,3,048/129,no,todo,todo,todo,todo,,,
G,G|F,P343,P343,天秤偶,超,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SWITCH|SEARCH_OR_RECOVERY,high,8,053/129|067/131|054/153|050/127,no,todo,todo,todo,todo,,,
G,G,P178,P178,天然鸟,超,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,7,085/SV-P|078/SV-P|054/129|010/064,no,todo,todo,todo,todo,,,
G,G,P177,P177,天然雀,超,基础,50,,,COIN_FLIP,low,7,084/SV-P|077/SV-P|053/129|009/064,no,todo,todo,todo,todo,,,
G,G|F,P207,P207,天蝎,斗,基础,70,,,COIN_FLIP|DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,5,059/129|065/128,no,todo,todo,todo,todo,,,
G,G|F,P472,P472,天蝎王,斗,1阶进化,120,,,COIN_FLIP|DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,5,060/129|066/128,no,todo,todo,todo,todo,,,
G,G|F,P825,P825,天罩虫,草,1阶进化,80,,,COIN_FLIP,low,6,092/052|012/128|037/128,no,todo,todo,todo,todo,,,
G,G,P763,P763,甜冷美后,草,2阶进化,160,,,,low,3,012/130,no,todo,todo,not_needed,not_needed,,,
G,G,Y1364,Y1364,甜冷美后ex,水,2阶进化,310,,POKEMON_EX|TERA,DAMAGE_COUNTERS,medium,3,224/SV-P|138/128|038/128,no,todo,todo,todo,todo,,,
G,G,P762,P762,甜舞妮,草,1阶进化,90,,,COIN_FLIP,low,7,221/SV-P|011/130|010/128,no,todo,todo,todo,todo,,,
G,G,P761,P761,甜竹竹,草,基础,60,,,COIN_FLIP,low,7,220/SV-P|010/130|009/128,no,todo,todo,todo,todo,,,
G,G,P325,P325,跳跳猪,超,基础,70,,,,low,3,057/128,no,todo,todo,not_needed,not_needed,,,
G,G,Y1366,Y1366,铁臂膀ex,雷,基础,230,,POKEMON_EX|FUTURE,,low,6,152/128|140/128|126/052|051/128|027/052|005/028,no,todo,todo,not_needed,todo,,,
G,G,P692,P692,铁臂枪虾,水,基础,70,,,,low,4,097/049|032/127,no,todo,todo,not_needed,not_needed,,,
G,G,P011,P011,铁甲蛹,草,1阶进化,90,,,COIN_FLIP,low,3,011/151,no,todo,todo,todo,todo,,,
G,G,P014,P014,铁壳蛹,草,1阶进化,80,,,,low,3,014/151,no,todo,todo,not_needed,not_needed,,,
G,G,P223,P223,铁炮鱼,水,基础,70,,,,low,6,133/SV-P|024/129,no,todo,todo,not_needed,not_needed,,,
G,G,Y1368,Y1368,铁武者ex,超,基础,220,,POKEMON_EX|FUTURE,DAMAGE_COUNTERS,medium,5,161/SV-P|160/128|153/128|142/128|066/128,no,todo,todo,todo,todo,,,
G,G|F,P632,P632,铁蚁,钢,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|SEARCH_OR_RECOVERY,high,5,098/128|023/131,no,todo,todo,todo,todo,,,
G,G|F,P297,P297,铁掌力士,斗,1阶进化,140,,,COIN_FLIP|SPECIAL_CONDITION,medium,4,075/128|168/S-P,no,todo,todo,todo,todo,,,
G,G,Y1204,Y1204,铁辙迹ex,钢,基础,220,,POKEMON_EX|FUTURE,SWITCH,medium,7,158/127|149/SV-P|145/127|123/052|100/128|098/127|046/052,no,todo,todo,todo,todo,,,
G,G,P560,P560,头巾混混,恶,1阶进化,120,,,,low,3,086/129,no,todo,todo,not_needed,not_needed,,,
G,G,P766,P766,投掷猴,斗,基础,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,6,085/207|076/130|015/058,no,todo,todo,todo,todo,,,
G,G,P0945,P0945,涂标客,恶,1阶进化,90,,,SPECIAL_CONDITION,low,6,135/127|112/SV-P|109/SV-P|093/127,no,todo,todo,todo,todo,,,
G,G,Y1254,Y1254,涂标客ex,无色,1阶进化,250,,POKEMON_EX,COIN_FLIP|SPECIAL_CONDITION,medium,1,107/128,no,todo,todo,todo,todo,,,
G,G,P0917,P0917,团珠蛛,草,基础,40,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SWITCH|SPECIAL_CONDITION,high,12,128/127|073/SV-P|039/SV-P|013/130|012/127|004/129,no,todo,todo,todo,todo,,,
G,G|F,P777,P777,托戈德玛尔,钢,基础,80,,,COIN_FLIP,low,5,086/129|046/072,no,todo,todo,todo,todo,,,
G,G,P0968,P0968,拖拖蚓,钢,基础,130,,,ATTACH_ENERGY,low,9,136/130|103/129|095/130|031/058,no,todo,todo,todo,todo,,,
G,G,P109,P109,瓦斯弹,恶,基础,60,,,SPECIAL_CONDITION,low,4,109/151|086/207,no,todo,todo,todo,todo,,,
G,G,P101,P101,顽皮雷弹,雷,1阶进化,90,,,,low,8,165/151|101/151|047/130|043/177,no,todo,todo,not_needed,not_needed,,,
G,G|F,P066,P066,腕力,斗,基础,70,,,,low,5,066/151|043/066,no,todo,todo,not_needed,not_needed,,,
G,G|F,P714,P714,嗡蝠,龙,基础,70,,,,low,7,094/129|082/049|044/049|109/131,no,todo,todo,not_needed,not_needed,,,
G,G|F,P430,P430,乌鸦头头,恶,1阶进化,130,,,ATTACH_ENERGY|SWITCH,medium,6,087/128|077/153|040/072,no,todo,todo,todo,todo,,,
G,G,Y1358,Y1358,下石鸟ex,无色,基础,200,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,145/128|112/128|005/023,no,todo,todo,todo,todo,,,
G,G|F,P081,P081,小磁怪,雷,基础,50,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SWITCH|SEARCH_OR_RECOVERY,high,17,102/SV-P|081/151|042/127|036/128|099/207|087/153|085/128|025/059,no,todo,todo,todo,todo,,,
G,G,P0957,P0957,小锻匠,超,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,13,159/SV-P|133/127|068/128|065/127|062/128|043/SV-P|001/006,no,todo,todo,todo,todo,,,
G,G|F,P086,P086,小海狮,水,基础,80,,,,low,6,086/151|027/177|001/131,no,todo,todo,not_needed,not_needed,,,
G,G|F,P004,P004,小火龙,火,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,15,152/151|098/SV-P|090/049|070/SV-P|067/SV-P|014/129|012/177|004/151|001/033|001/127,no,todo,todo,todo,todo,,,
G,G|F,P661,P661,小箭雀,无色,基础,60,,,,low,5,106/130|116/131,no,todo,todo,not_needed,not_needed,,,
G,G,P0019,P0019,小拉达,无色,基础,40,,,DAMAGE_COUNTERS,low,3,019/151,no,todo,todo,todo,todo,,,
G,G|F,P708,P708,小木灵,草,基础,60,,,,low,5,006/129|025/131,no,todo,todo,not_needed,not_needed,,,
G,G,P0458,P0458,小球飞鱼,水,基础,30,,,,low,4,098/052|029/129,no,todo,todo,not_needed,not_needed,,,
G,G,Y399,Y399,小拳石,斗,基础,80,,,,low,3,074/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P667,P667,小狮狮,火,基础,70,,,SPECIAL_CONDITION,low,4,016/128|026/153,no,todo,todo,todo,todo,,,
G,G,P506,P506,小约克,无色,基础,50,,,,low,3,106/129,no,todo,todo,not_needed,not_needed,,,
G,G,P774,P774,小陨星,斗,基础,70,,,ATTACH_ENERGY|SWITCH,medium,4,133/129|070/129,no,todo,todo,todo,todo,,,
G,G,P528,P528,心蝙蝠,超,1阶进化,90,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,3,055/128,no,todo,todo,todo,todo,,,
G,G,P0906,P0906,新叶喵,草,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,18,118/SV-P|035/SV-P|033/SV-P|010/128|009/127|01 09/09|01 08/09|01 07/09|01 06/09|01 05/09|01 04/09|01 03/09|01 02/09|01 01/09,no,todo,todo,todo,todo,,,
G,G,P225,P225,信使鸟,水,基础,90,,,,low,5,025/128|005/058,no,todo,todo,not_needed,not_needed,,,
G,G,P242,P242,幸福蛋,无色,1阶进化,150,,,ATTACH_ENERGY,low,3,101/128,no,todo,todo,todo,todo,,,
G,G,Y1200,Y1200,雄伟牙ex,斗,基础,250,,POKEMON_EX|ANCIENT,,low,7,156/127|146/SV-P|141/127|121/052|083/127|081/128|043/052,no,todo,todo,not_needed,todo,,,
G,G|F,P709,P709,朽木妖,草,1阶进化,140,,,DAMAGE_COUNTERS,low,5,007/129|026/131,no,todo,todo,todo,todo,,,
G,G|F,P459,P459,雪笠怪,草,基础,90,,,,low,6,053/049|008/130|005/049|035/153,no,todo,todo,not_needed,not_needed,,,
G,G,Y1362,Y1362,雪妖女ex,草,1阶进化,250,,POKEMON_EX|TERA,COIN_FLIP,medium,2,137/128|003/128,no,todo,todo,todo,todo,,,
G,G,P0240,P0240,鸭嘴宝宝,火,基础,30,,,DAMAGE_COUNTERS,low,4,094/052|016/128,no,todo,todo,todo,todo,,,
G,G|F,P126,P126,鸭嘴火兽,火,基础,90,,,,low,8,126/151|017/128|035/131,no,todo,todo,not_needed,not_needed,,,
G,G|F,P467,P467,鸭嘴炎兽,火,1阶进化,140,,,,low,6,018/128|132/131|036/131,no,todo,todo,not_needed,not_needed,,,
G,G,P558,P558,岩殿居蟹,草,1阶进化,130,,,,low,4,091/052|008/128,no,todo,todo,not_needed,not_needed,,,
G,G|F,P744,P744,岩狗狗,斗,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|SWITCH,high,15,078/128|069/129|12 05/05|12 04/05|12 03/05|12 02/05|12 01/05|083/207|079/131|002/004,no,todo,todo,todo,todo,,,
G,G|F,P244,P244,炎帝,火,基础,130,,,ATTACH_ENERGY,low,10,063/052|016/129|015/052|001/064|017/177|011/072,no,todo,todo,todo,todo,,,
G,G,P0932,P0932,盐石宝,斗,基础,60,,,COIN_FLIP,low,11,162/SV-P|134/129|081/052|080/SV-P|075/128|072/129|038/052,no,todo,todo,todo,todo,,,
G,G,P0934,P0934,盐石巨灵,斗,2阶进化,160,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,9,132/128|083/052|077/128|074/129|040/052,no,todo,todo,todo,todo,,,
G,G,Y1311,Y1311,盐石巨灵ex,斗,2阶进化,340,,POKEMON_EX,,low,1,075/129,no,todo,todo,not_needed,todo,,,
G,G,P0933,P0933,盐石垒,斗,1阶进化,100,,,COIN_FLIP,low,8,082/052|076/128|073/129|039/052,no,todo,todo,todo,todo,,,
G,G|F,P758,P758,焰后蜥,恶,1阶进化,120,,,SPECIAL_CONDITION,low,5,094/128|054/131,no,todo,todo,todo,todo,,,
G,G|F,P757,P757,夜盗火蜥,恶,基础,70,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,5,093/128|053/131,no,todo,todo,todo,todo,,,
G,G,P0924,P0924,一对鼠,无色,基础,30,,,COIN_FLIP,low,13,166/SV-P|112/129|102/127|089/052|083/SV-P|051/052|048/SV-P|032/064,no,todo,todo,todo,todo,,,
G,G,P0925,P0925,一家鼠,无色,1阶进化,60,,,DAMAGE_COUNTERS,low,9,113/129|103/127|090/052|052/052|030/SV-P,no,todo,todo,todo,todo,,,
G,G,Y1316,Y1316,一家鼠ex,无色,1阶进化,230,,POKEMON_EX,DAMAGE_COUNTERS,medium,5,158/129|147/129|114/129|033/064,no,todo,todo,todo,todo,,,
G,G,P717,P717,伊裴尔塔尔,恶,基础,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,4,135/129|089/129,no,todo,todo,todo,todo,,,
